week,store_id,product_id,units_sold,selling_price
6,S07,P003,19,37.45
6,S07,P004,84,33.85
6,S07,P005,18,18.44
6,S07,P006,63,21.81
6,S07,P007,13,26.44
6,S07,P008,16,47.93
6,S07,P009,20,42.78
6,S07,P010,28,20.69
6,S07,P011,27,30.77
6,S07,P012,10,31.15
6,S07,P013,43,26.51
6,S07,P014,26,36.96
6,S07,P015,36,41.69
6,S07,P016,52,43.66
6,S07,P017,14,30.91
6,S07,P018,83,29.5
6,S07,P019,20,38.68
6,S07,P020,13,54.48
6,S07,P021,19,28.82
6,S07,P022,4,37.35
6,S07,P023,15,26.85
6,S07,P024,15,20.37
6,S07,P025,11,44.3
6,S07,P026,12,53.96
6,S07,P027,26,29.98
6,S07,P028,15,41.79
6,S07,P029,14,41.34
6,S07,P030,23,27.17
6,S07,P031,45,34.51
6,S07,P032,26,51.66
6,S07,P033,8,38.78
6,S07,P034,6,53.07
6,S07,P035,8,12.34
6,S07,P036,25,46.1
6,S07,P037,36,39.4
6,S07,P038,14,29.12
6,S07,P039,23,38.19
6,S07,P040,28,18.16
6,S07,P041,19,28.53
6,S07,P042,35,40.45
6,S07,P043,27,54.61
6,S07,P044,33,30.14
6,S07,P045,18,26.85
6,S07,P046,15,28.79
6,S07,P047,61,38.45
6,S07,P048,11,43.58
6,S07,P049,18,25.17
6,S07,P050,17,36.53
6,S08,P001,24,47.97
6,S08,P002,10,37.04
6,S08,P003,15,36.6
6,S08,P004,29,35.71
6,S08,P005,20,19.64
6,S08,P006,27,23.7
6,S08,P007,7,25.12
6,S08,P008,11,48.35
6,S08,P009,30,45.74
6,S08,P010,44,20.99
6,S08,P011,20,30.91
6,S08,P012,8,30.06
6,S08,P013,38,26.0
6,S08,P014,14,36.97
6,S08,P015,27,43.69
6,S08,P016,40,45.62
6,S08,P017,9,28.47
6,S08,P018,77,28.8
6,S08,P019,22,38.17
6,S08,P020,14,49.34
6,S08,P021,24,26.45
6,S08,P022,8,36.18
6,S08,P023,17,27.13
6,S08,P024,16,20.31
6,S08,P025,7,44.29
6,S08,P026,10,50.69
6,S08,P027,20,31.6
6,S08,P028,12,41.17
6,S08,P029,11,41.72
6,S08,P030,23,27.23
6,S08,P031,25,34.3
6,S08,P032,21,54.76
6,S08,P033,6,38.3
6,S08,P034,3,54.01
6,S08,P035,15,11.54
6,S08,P036,17,45.2
6,S08,P037,17,42.09
6,S08,P038,10,28.6
6,S08,P039,15,37.18
6,S08,P040,35,20.28
6,S08,P041,14,28.68
6,S08,P042,16,39.97
6,S08,P043,13,56.89
6,S08,P044,10,30.55
6,S08,P045,13,27.31
6,S08,P046,11,28.77
6,S08,P047,26,40.88
6,S08,P048,4,45.24
6,S08,P049,8,26.87
6,S08,P050,8,34.89
6,S09,P001,24,45.46
6,S09,P002,24,37.41
6,S09,P003,20,35.53
6,S09,P004,29,35.17
6,S09,P005,28,18.68
6,S09,P006,32,22.37
6,S09,P007,8,25.78
6,S09,P008,11,47.45
6,S09,P009,29,44.14
6,S09,P010,50,21.28
6,S09,P011,28,30.55
6,S09,P012,11,29.16
6,S09,P013,102,26.6
6,S09,P014,25,39.53
6,S09,P015,24,43.9
6,S09,P016,26,43.48
6,S09,P017,9,30.54
6,S09,P018,63,27.34
6,S09,P019,16,38.59
6,S09,P020,19,52.59
6,S09,P021,21,25.9
6,S09,P022,11,39.97
6,S09,P023,23,28.26
6,S09,P024,14,20.99
6,S09,P025,23,44.28
6,S09,P026,12,51.19
6,S09,P027,31,31.64
6,S09,P028,23,39.36
6,S09,P029,14,40.28
6,S09,P030,28,28.17
6,S09,P031,24,31.26
6,S09,P032,18,54.73
6,S09,P033,13,36.82
6,S09,P034,8,52.33
6,S09,P035,18,11.81
6,S09,P036,31,46.32
6,S09,P037,29,40.68
6,S09,P038,19,28.19
6,S09,P039,26,36.86
6,S09,P040,40,18.44
6,S09,P041,22,29.91
6,S09,P042,37,40.64
6,S09,P043,24,56.14
6,S09,P044,36,30.0
6,S09,P045,24,26.65
6,S09,P046,18,28.11
6,S09,P047,37,39.01
6,S09,P048,11,42.18
6,S09,P049,25,26.59
6,S09,P050,23,37.16
6,S10,P001,22,50.25
6,S10,P002,12,36.72
6,S10,P003,13,36.52
6,S10,P004,70,35.78
6,S10,P005,22,19.51
6,S10,P006,50,22.02
6,S10,P007,14,26.17
6,S10,P008,13,50.21
6,S10,P009,48,41.44
6,S10,P010,44,20.97
6,S10,P011,16,31.54
6,S10,P012,10,29.62
6,S10,P013,26,27.56
6,S10,P014,12,38.36
6,S10,P015,16,44.51
6,S10,P016,38,44.84
6,S10,P017,9,30.07
6,S10,P018,95,28.38
6,S10,P019,19,38.17
6,S10,P020,18,52.47
6,S10,P021,13,27.97
6,S10,P022,6,38.28
6,S10,P023,17,27.49
6,S10,P024,16,19.76
6,S10,P025,15,44.5
6,S10,P026,8,52.6
6,S10,P027,36,29.09
6,S10,P028,19,41.09
6,S10,P029,12,40.36
6,S10,P030,31,28.12
6,S10,P031,32,33.14
6,S10,P032,17,53.11
6,S10,P033,4,38.04
6,S10,P034,4,53.02
6,S10,P035,11,12.2
6,S10,P036,29,42.47
6,S10,P037,40,41.75
6,S10,P038,13,27.34
6,S10,P039,11,37.86
6,S10,P040,15,18.93
6,S10,P041,20,27.39
6,S10,P042,35,41.8
6,S10,P043,19,55.15
6,S10,P044,31,30.08
6,S10,P045,16,27.02
6,S10,P046,12,28.11
6,S10,P047,40,39.1
6,S10,P048,16,41.36
6,S10,P049,14,27.15
6,S10,P050,16,36.37
7,S01,P001,17,50.63
7,S01,P002,9,35.09
7,S01,P003,11,36.57
7,S01,P004,21,35.95
7,S01,P005,17,18.08
7,S01,P006,28,22.61
7,S01,P007,6,25.15
7,S01,P008,13,47.82
7,S01,P009,17,41.97
7,S01,P010,35,21.16
7,S01,P011,17,31.86
7,S01,P012,5,31.3
7,S01,P013,32,26.26
7,S01,P014,13,38.71
7,S01,P015,20,41.87
7,S01,P016,34,43.35
7,S01,P017,8,30.4
7,S01,P018,49,29.96
7,S01,P019,14,39.65
7,S01,P020,9,52.03
7,S01,P021,22,26.81
7,S01,P022,4,38.9
7,S01,P023,11,27.65
7,S01,P024,11,21.84
7,S01,P025,8,44.02
7,S01,P026,20,52.62
7,S01,P027,27,31.42
7,S01,P028,13,40.31
7,S01,P029,15,42.16
7,S01,P030,16,27.75
7,S01,P031,28,31.81
7,S01,P032,8,54.0
7,S01,P033,2,37.76
7,S01,P034,5,53.1
7,S01,P035,7,12.24
7,S01,P036,32,46.97
7,S01,P037,28,41.83
7,S01,P038,10,27.45
7,S01,P039,10,38.07
7,S01,P040,48,19.15
7,S01,P041,12,27.12
7,S01,P042,22,42.24
7,S01,P043,12,54.58
7,S01,P044,18,30.86
7,S01,P045,10,27.43
7,S01,P046,11,29.6
7,S01,P047,28,39.82
7,S01,P048,8,43.14
7,S01,P049,8,27.47
7,S01,P050,9,36.43
7,S02,P001,15,50.98
7,S02,P002,16,35.28
7,S02,P003,17,36.53
7,S02,P004,23,33.15
7,S02,P005,28,18.84
7,S02,P006,34,23.02
7,S02,P007,9,27.0
7,S02,P008,9,46.98
7,S02,P009,17,43.62
7,S02,P010,89,21.84
7,S02,P011,26,31.09
7,S02,P012,8,28.73
7,S02,P013,37,26.53
7,S02,P014,13,36.95
7,S02,P015,50,41.53
7,S02,P016,49,46.07
7,S02,P017,15,31.33
7,S02,P018,81,28.01
7,S02,P019,14,37.97
7,S02,P020,13,51.15
7,S02,P021,21,27.17
7,S02,P022,11,39.79
7,S02,P023,28,26.75
7,S02,P024,13,20.35
7,S02,P025,16,47.81
7,S02,P026,15,52.18
7,S02,P027,21,31.82
7,S02,P028,18,39.62
7,S02,P029,31,39.86
7,S02,P030,28,26.56
7,S02,P031,30,33.52
7,S02,P032,28,56.18
7,S02,P033,8,38.17
7,S02,P034,4,53.27
7,S02,P035,13,11.87
7,S02,P036,38,43.5
7,S02,P037,36,40.71
7,S02,P038,8,28.73
7,S02,P039,47,36.65
7,S02,P040,38,18.79
7,S02,P041,11,27.7
7,S02,P042,97,41.91
7,S02,P043,13,53.96
7,S02,P044,32,28.9
7,S02,P045,10,27.76
7,S02,P046,15,29.92
7,S02,P047,31,39.22
7,S02,P048,6,42.86
7,S02,P049,14,26.75
7,S02,P050,16,34.51
7,S03,P001,19,48.58
7,S03,P002,8,38.41
7,S03,P003,19,35.44
7,S03,P004,55,36.61
7,S03,P005,40,18.37
7,S03,P006,52,23.43
7,S03,P007,12,26.14
7,S03,P008,8,48.18
7,S03,P009,15,45.54
7,S03,P010,41,20.13
7,S03,P011,15,32.27
7,S03,P012,6,30.63
7,S03,P013,39,28.95
7,S03,P014,19,37.08
7,S03,P015,21,41.78
7,S03,P016,40,45.93
7,S03,P017,13,29.48
7,S03,P018,74,28.48
7,S03,P019,24,39.95
7,S03,P020,12,51.42
7,S03,P021,28,26.88
7,S03,P022,6,38.43
7,S03,P023,18,27.49
7,S03,P024,17,20.4
7,S03,P025,18,45.11
7,S03,P026,11,49.88
7,S03,P027,46,31.58
7,S03,P028,23,40.29
7,S03,P029,12,39.56
7,S03,P030,23,26.36
7,S03,P031,31,33.12
7,S03,P032,22,53.36
7,S03,P033,10,36.52
7,S03,P034,6,51.92
7,S03,P035,16,11.91
7,S03,P036,9,45.34
7,S03,P037,33,41.25
7,S03,P038,15,27.76
7,S03,P039,19,35.97
7,S03,P040,33,18.25
7,S03,P041,17,29.85
7,S03,P042,56,43.4
7,S03,P043,24,55.84
7,S03,P044,38,30.44
7,S03,P045,20,27.86
7,S03,P046,24,28.2
7,S03,P047,40,40.44
7,S03,P048,6,41.69
7,S03,P049,20,25.83
7,S03,P050,23,36.9
7,S04,P001,14,52.15
7,S04,P002,8,36.76
7,S04,P003,13,38.42
7,S04,P004,28,35.5
7,S04,P005,20,18.69
7,S04,P006,37,22.23
7,S04,P007,3,27.2
7,S04,P008,7,48.62
7,S04,P009,10,44.01
7,S04,P010,30,19.25
7,S04,P011,14,31.93
7,S04,P012,4,29.67
7,S04,P013,26,25.2
7,S04,P014,12,38.25
7,S04,P015,23,43.97
7,S04,P016,19,47.88
7,S04,P017,6,29.88
7,S04,P018,24,28.27
7,S04,P019,14,37.93
7,S04,P020,9,53.33
7,S04,P021,16,26.79
7,S04,P022,8,38.31
7,S04,P023,18,27.42
7,S04,P024,12,20.7
7,S04,P025,7,43.45
7,S04,P026,12,50.74
7,S04,P027,41,29.56
7,S04,P028,12,40.01
7,S04,P029,9,41.61
7,S04,P030,17,28.43
7,S04,P031,11,32.94
7,S04,P032,11,53.26
7,S04,P033,5,40.72
7,S04,P034,3,52.92
7,S04,P035,6,11.58
7,S04,P036,17,46.57
7,S04,P037,28,42.12
7,S04,P038,5,27.62
7,S04,P039,11,37.75
7,S04,P040,38,18.99
7,S04,P041,12,29.01
7,S04,P042,23,42.67
7,S04,P043,11,54.06
7,S04,P044,18,30.47
7,S04,P045,8,27.13
7,S04,P046,4,28.77
7,S04,P047,22,40.1
7,S04,P048,3,43.01
7,S04,P049,10,25.55
7,S04,P050,14,35.8
7,S05,P001,14,50.81
7,S05,P002,17,35.48
7,S05,P003,19,35.93
7,S05,P004,16,37.8
7,S05,P005,33,18.49
7,S05,P006,38,22.72
7,S05,P007,5,25.73
7,S05,P008,13,48.26
7,S05,P009,18,42.09
7,S05,P010,37,20.77
7,S05,P011,20,31.02
7,S05,P012,7,31.08
7,S05,P013,36,26.36
7,S05,P014,18,37.17
7,S05,P015,27,43.65
7,S05,P016,35,43.54
7,S05,P017,16,28.27
7,S05,P018,40,28.88
7,S05,P019,19,41.05
7,S05,P020,16,48.99
7,S05,P021,13,26.52
7,S05,P022,8,38.46
7,S05,P023,15,26.66
7,S05,P024,19,20.97
7,S05,P025,8,44.45
7,S05,P026,29,51.51
7,S05,P027,40,32.53
7,S05,P028,18,39.27
7,S05,P029,10,41.74
7,S05,P030,20,27.98
7,S05,P031,28,31.27
7,S05,P032,12,55.1
7,S05,P033,9,38.95
7,S05,P034,6,54.01
7,S05,P035,8,12.11
7,S05,P036,32,45.14
7,S05,P037,36,41.64
7,S05,P038,12,28.28
7,S05,P039,13,38.48
7,S05,P040,17,17.88
7,S05,P041,12,29.95
7,S05,P042,13,40.63
7,S05,P043,20,56.14
7,S05,P044,25,30.07
7,S05,P045,15,26.08
7,S05,P046,9,29.64
7,S05,P047,33,39.25
7,S05,P048,11,44.52
7,S05,P049,30,26.14
7,S05,P050,15,34.86
7,S06,P001,21,53.04
7,S06,P002,7,37.18
7,S06,P003,18,37.56
7,S06,P004,15,34.38
7,S06,P005,29,18.05
7,S06,P006,13,24.13
7,S06,P007,9,26.38
7,S06,P008,8,49.14
7,S06,P009,11,43.99
7,S06,P010,35,20.71
7,S06,P011,21,31.92
7,S06,P012,3,31.57
7,S06,P013,28,26.27
7,S06,P014,17,39.4
7,S06,P015,22,40.04
7,S06,P016,35,46.34
7,S06,P017,8,28.31
7,S06,P018,40,29.75
7,S06,P019,16,39.29
7,S06,P020,13,51.68
7,S06,P021,19,27.54
7,S06,P022,10,37.32
7,S06,P023,12,26.51
7,S06,P024,21,20.46
7,S06,P025,9,48.62
7,S06,P026,9,53.29
7,S06,P027,46,30.1
7,S06,P028,12,41.06
7,S06,P029,6,40.62
7,S06,P030,17,27.3
7,S06,P031,21,31.75
7,S06,P032,19,54.91
7,S06,P033,7,39.86
7,S06,P034,7,52.51
7,S06,P035,9,12.69
7,S06,P036,33,47.7
7,S06,P037,23,42.23
7,S06,P038,10,27.04
7,S06,P039,13,38.09
7,S06,P040,20,18.9
7,S06,P999,16,29.27
7,S06,P042,28,44.1
7,S06,P043,21,54.6
7,S06,P044,18,31.84
7,S06,P045,12,27.45
7,S06,P046,11,28.93
7,S06,P047,24,43.31
7,S06,P048,5,44.21
7,S06,P049,12,26.35
7,S06,P050,16,36.59
7,S07,P001,19,51.68
7,S07,P002,15,36.81
7,S07,P003,20,36.76
7,S07,P004,47,34.42
7,S07,P005,32,18.17
7,S07,P006,34,23.05
7,S07,P007,9,26.5
7,S07,P008,8,49.2
7,S07,P009,12,42.39
7,S07,P010,61,20.08
7,S07,P011,22,30.78
7,S07,P012,6,31.08
7,S07,P013,18,25.77
7,S07,P014,13,37.81
7,S07,P015,25,42.18
7,S07,P016,47,44.0
7,S07,P017,10,29.04
7,S07,P018,84,28.13
7,S07,P019,13,40.46
7,S07,P020,20,52.89
7,S07,P021,19,28.65
7,S07,P022,11,39.25
7,S07,P023,18,25.26
7,S07,P024,21,20.8
7,S07,P025,8,44.8
7,S07,P026,13,53.01
7,S07,P027,28,30.22
7,S07,P028,24,39.44
7,S07,P029,17,38.76
7,S07,P030,19,27.17
7,S07,P031,33,33.63
7,S07,P032,20,54.61
7,S07,P033,7,37.47
7,S07,P034,5,57.34
7,S07,P035,11,12.22
7,S07,P036,43,46.68
7,S07,P037,21,43.15
7,S07,P038,22,26.7
7,S07,P039,15,36.61
7,S07,P040,7,19.2
7,S07,P041,24,28.13
7,S07,P042,65,41.74
7,S07,P043,22,54.76
7,S07,P044,29,28.85
7,S07,P045,17,26.83
7,S07,P046,16,29.98
7,S07,P047,31,41.28
7,S07,P048,9,44.58
7,S07,P049,19,27.52
7,S07,P050,12,36.94
7,S08,P001,14,51.21
7,S08,P002,10,37.26
7,S08,P003,11,35.92
7,S08,P004,28,34.19
7,S08,P005,19,18.74
7,S08,P006,21,22.76
7,S08,P007,7,25.87
7,S08,P008,9,49.03
7,S08,P009,26,43.4
7,S08,P010,41,21.11
7,S08,P011,30,32.03
7,S08,P012,7,31.21
7,S08,P013,43,26.29
7,S08,P014,12,39.48
7,S08,P015,19,43.24
7,S08,P016,33,46.35
7,S08,P017,8,31.1
7,S08,P018,43,29.38
7,S08,P019,13,38.95
7,S08,P020,6,51.98
7,S08,P021,17,27.23
7,S08,P022,6,37.04
7,S08,P023,11,27.92
7,S08,P024,4,19.99
7,S08,P025,11,47.81
7,S08,P026,5,51.06
7,S08,P027,31,33.56
7,S08,P028,16,39.88
7,S08,P029,10,40.8
7,S08,P030,12,27.13
7,S08,P031,37,31.95
7,S08,P032,18,55.92
7,S08,P033,7,37.58
7,S08,P034,4,52.77
7,S08,P035,7,12.2
7,S08,P036,27,46.64
7,S08,P037,27,39.82
7,S08,P038,8,28.57
7,S08,P039,15,37.79
7,S08,P040,24,18.22
7,S08,P041,25,28.15
7,S08,P042,21,39.52
7,S08,P043,18,57.72
7,S08,P044,15,30.91
7,S08,P045,14,26.07
7,S08,P046,3,29.88
7,S08,P047,24,39.7
7,S08,P048,7,44.32
7,S08,P049,11,26.31
7,S08,P050,8,36.1
7,S09,P001,19,50.27
7,S09,P002,19,36.25
7,S09,P003,24,38.15
7,S09,P004,38,36.23
7,S09,P005,42,19.2
7,S09,P006,24,23.69
7,S09,P007,10,25.1
7,S09,P008,20,46.65
7,S09,P009,13,43.75
7,S09,P010,47,21.38
7,S09,P011,31,31.97
7,S09,P012,10,28.43
7,S09,P013,17,25.46
7,S09,P014,25,38.8
7,S09,P015,31,45.68
7,S09,P016,21,46.47
7,S09,P017,10,31.06
7,S09,P018,27,29.17
7,S09,P019,39,39.22
7,S09,P020,15,50.22
7,S09,P021,13,28.41
7,S09,P022,11,37.53
7,S09,P023,14,27.74
7,S09,P024,24,20.61
7,S09,P025,12,45.98
7,S09,P026,13,51.16
7,S09,P027,50,31.12
7,S09,P028,19,41.95
7,S09,P029,14,38.96
7,S09,P030,44,26.19
7,S09,P031,28,33.15
7,S09,P032,22,56.53
7,S09,P033,14,40.84
7,S09,P034,1,51.88
7,S09,P035,18,11.85
7,S09,P036,29,43.6
7,S09,P037,37,40.86
7,S09,P038,10,29.03
7,S09,P039,36,37.63
7,S09,P040,36,18.53
7,S09,P041,24,29.3
7,S09,P042,33,41.09
7,S09,P043,18,57.51
7,S09,P044,18,30.01
7,S09,P045,22,26.79
7,S09,P046,12,29.69
7,S09,P047,44,41.54
7,S09,P048,4,45.21
7,S09,P049,17,26.54
7,S09,P050,20,37.69
7,S10,P001,11,50.86
7,S10,P002,13,36.3
7,S10,P003,14,35.76
7,S10,P004,23,34.12
7,S10,P005,25,18.71
7,S10,P006,45,23.75
7,S10,P007,6,26.95
7,S10,P008,21,46.63
7,S10,P009,16,40.88
7,S10,P010,20,20.22
7,S10,P011,19,30.96
7,S10,P012,9,29.86
7,S10,P013,29,27.23
7,S10,P014,4,37.69
7,S10,P015,27,44.73
7,S10,P016,83,42.57
7,S10,P017,10,29.35
7,S10,P018,40,29.56
7,S10,P019,20,39.82
7,S10,P020,8,51.31
7,S10,P021,21,28.45
7,S10,P022,11,38.53
7,S10,P023,10,26.62
7,S10,P024,21,20.78
7,S10,P025,14,46.56
7,S10,P026,13,50.35
7,S10,P027,35,32.48
7,S10,P028,12,39.71
7,S10,P029,8,40.68
7,S10,P030,17,26.39
7,S10,P031,35,32.83
7,S10,P032,15,52.46
7,S10,P033,7,38.53
7,S10,P034,5,51.3
7,S10,P035,14,12.28
7,S10,P036,29,46.11
7,S10,P037,17,42.91
7,S10,P038,11,27.79
7,S10,P039,15,38.92
7,S10,P040,30,18.76
7,S10,P041,14,28.93
7,S10,P042,69,44.76
7,S10,P043,27,54.09
7,S10,P044,20,31.1
7,S10,P045,17,27.51
7,S10,P046,14,28.68
7,S10,P047,24,38.81
7,S10,P048,10,41.8
7,S10,P049,11,27.62
7,S10,P050,14,38.4
8,S01,P001,14,50.85
8,S01,P002,12,37.14
8,S01,P003,17,37.46
8,S01,P004,23,35.36
8,S01,P005,18,19.77
8,S01,P006,28,23.18
8,S01,P007,11,26.5
8,S01,P008,7,47.41
8,S01,P009,10,41.92
8,S01,P010,37,18.94
8,S01,P011,12,32.87
8,S01,P012,9,30.0
8,S01,P013,15,25.98
8,S01,P014,17,36.08
8,S01,P015,20,41.76
8,S01,P016,24,43.79
8,S01,P017,10,28.95
8,S01,P018,26,29.17
8,S01,P019,10,38.97
8,S01,P020,9,49.71
8,S01,P021,18,26.54
8,S01,P022,10,36.14
8,S01,P023,14,28.66
8,S01,P024,7,21.51
8,S01,P025,7,44.43
8,S01,P026,14,48.25
8,S01,P027,25,31.03
8,S01,P028,8,40.79
8,S01,P029,12,40.89
8,S01,P030,14,28.03
8,S01,P031,19,33.17
8,S01,P032,11,52.38
8,S01,P033,5,39.21
8,S01,P034,5,55.24
8,S01,P035,9,11.73
8,S01,P036,25,46.03
8,S01,P037,15,40.86
8,S01,P038,11,29.76
8,S01,P039,10,36.14
8,S01,P040,15,19.39
8,S01,P041,14,27.38
8,S01,P042,19,44.35
8,S01,P043,15,53.01
8,S01,P044,20,30.17
8,S01,P045,10,25.79
8,S01,P046,10,28.0
8,S01,P047,31,41.49
8,S01,P048,4,44.47
8,S01,P049,7,26.9
8,S01,P050,13,37.31
8,S02,P001,16,52.3
8,S02,P002,17,36.22
8,S02,P003,49,35.07
8,S02,P004,33,35.27
8,S02,P005,27,18.81
8,S02,P006,41,23.25
8,S02,P007,15,26.82
8,S02,P008,19,47.44
8,S02,P009,36,44.05
8,S02,P010,41,21.33
8,S02,P011,24,32.39
8,S02,P012,6,29.76
8,S02,P013,19,26.92
8,S02,P014,13,38.92
8,S02,P015,28,43.4
8,S02,P016,33,47.09
8,S02,P017,15,29.95
8,S02,P018,29,28.35
8,S02,P019,19,37.54
8,S02,P020,8,53.58
8,S02,P021,26,27.92
8,S02,P022,9,39.49
8,S02,P023,20,25.53
8,S02,P024,16,21.15
8,S02,P025,21,45.24
8,S02,P026,15,50.75
8,S02,P027,40,30.2
8,S02,P028,28,41.83
8,S02,P029,13,41.25
8,S02,P030,16,26.48
8,S02,P031,35,32.89
8,S02,P032,28,55.34
8,S02,P033,15,39.08
8,S02,P034,3,55.65
8,S02,P035,15,11.89
8,S02,P036,52,42.53
8,S02,P037,59,41.78
8,S02,P038,12,28.23
8,S02,P039,9,37.99
8,S02,P040,41,19.36
8,S02,P041,20,27.14
8,S02,P042,51,41.79
8,S02,P043,21,53.37
8,S02,P044,20,28.91
8,S02,P045,14,27.06
8,S02,P046,5,29.79
8,S02,P047,44,40.76
8,S02,P048,17,42.25
8,S02,P049,23,26.59
8,S02,P050,19,37.52
8,S03,P001,18,51.75
8,S03,P002,10,36.37
8,S03,P003,21,35.93
8,S03,P004,19,33.46
8,S03,P005,31,18.89
8,S03,P006,53,21.78
8,S03,P007,8,28.03
8,S03,P008,12,47.19
8,S03,P009,11,44.58
8,S03,P010,468,22.06
8,S03,P011,22,31.91
8,S03,P012,10,30.04
8,S03,P013,51,25.26
8,S03,P014,12,37.74
8,S03,P015,24,44.63
8,S03,P016,56,45.3
8,S03,P017,18,29.69
8,S03,P018,35,30.02
8,S03,P019,23,39.64
8,S03,P020,11,51.6
8,S03,P021,29,27.8
8,S03,P022,11,36.74
8,S03,P023,17,26.72
8,S03,P024,16,20.46
8,S03,P025,12,46.36
8,S03,P026,17,49.37
8,S03,P027,29,30.98
8,S03,P028,23,40.25
8,S03,P029,10,39.41
8,S03,P030,21,27.1
8,S03,P031,52,30.45
8,S03,P032,21,52.96
8,S03,P033,17,37.59
8,S03,P034,5,53.41
8,S03,P035,15,11.17
8,S03,P036,47,45.88
8,S03,P037,35,42.68
8,S03,P038,13,27.98
8,S03,P039,17,38.2
8,S03,P040,31,18.45
8,S03,P041,24,27.49
8,S03,P042,67,42.09
8,S03,P043,23,56.01
8,S03,P044,30,28.81
8,S03,P045,18,26.74
8,S03,P046,35,28.96
8,S03,P047,31,43.86
8,S03,P048,18,43.43
8,S03,P049,20,25.18
8,S03,P050,25,34.14
8,S04,P001,11,51.82
8,S04,P002,14,39.74
8,S04,P003,27,36.3
8,S04,P004,26,34.92
8,S04,P005,12,19.39
8,S04,P006,35,22.43
8,S04,P007,3,24.38
8,S04,P008,8,49.94
8,S04,P009,11,42.35
8,S04,P010,25,21.58
8,S04,P011,30,30.98
8,S04,P012,6,30.24
8,S04,P013,17,26.97
8,S04,P014,16,39.55
8,S04,P015,23,42.88
8,S04,P016,17,45.08
8,S04,P017,10,30.21
8,S04,P018,31,29.28
8,S04,P019,16,37.33
8,S04,P020,12,49.85
8,S04,P021,14,25.87
8,S04,P022,7,38.47
8,S04,P023,18,26.86
8,S04,P024,12,21.1
8,S04,P025,9,46.15
8,S04,P026,14,49.75
8,S04,P027,27,30.8
8,S04,P028,13,40.17
8,S04,P029,7,39.76
8,S04,P030,19,28.17
8,S04,P031,24,35.2
8,S04,P032,11,56.0
8,S04,P033,7,38.84
8,S04,P034,2,55.9
8,S04,P035,11,12.61
8,S04,P036,31,43.71
8,S04,P037,18,43.08
8,S04,P038,7,28.73
8,S04,P039,25,38.98
8,S04,P040,19,19.2
8,S04,P041,14,28.63
8,S04,P042,15,44.66
8,S04,P043,14,55.45
8,S04,P044,16,29.61
8,S04,P045,11,27.53
8,S04,P046,7,30.03
8,S04,P047,23,40.51
8,S04,P048,6,43.65
8,S04,P049,8,26.78
8,S04,P050,19,35.78
8,S05,P001,14,49.46
8,S05,P002,20,35.42
8,S05,P003,18,38.28
8,S05,P004,34,35.04
8,S05,P005,10,17.17
8,S05,P006,22,23.25
8,S05,P007,8,26.69
8,S05,P008,15,45.72
8,S05,P009,14,42.06
8,S05,P010,39,20.37
8,S05,P011,21,30.99
8,S05,P012,6,31.23
8,S05,P013,36,26.18
8,S05,P014,20,37.83
8,S05,P015,32,44.01
8,S05,P016,70,45.5
8,S05,P017,10,28.11
8,S05,P018,45,28.35
8,S05,P019,13,39.21
8,S05,P020,10,50.38
8,S05,P021,27,29.3
8,S05,P022,9,37.74
8,S05,P023,21,26.57
8,S05,P024,18,19.9
8,S05,P025,11,46.87
8,S05,P026,32,50.29
8,S05,P027,30,31.26
8,S05,P028,29,39.32
8,S05,P029,11,40.59
8,S05,P030,16,26.9
8,S05,P031,32,32.42
8,S05,P032,18,52.9
8,S05,P033,9,40.07
8,S05,P034,5,53.07
8,S05,P035,12,11.94
8,S05,P036,62,45.49
8,S05,P037,26,43.56
8,S05,P038,16,28.83
8,S05,P039,10,38.53
8,S05,P040,23,17.85
8,S05,P041,14,28.26
8,S05,P042,23,43.59
8,S05,P043,10,52.96
8,S05,P044,33,30.08
8,S05,P045,18,26.25
8,S05,P046,18,28.34
8,S05,P047,38,42.44
8,S05,P048,11,44.07
8,S05,P049,14,27.5
8,S05,P050,13,37.36
8,S06,P001,16,50.5
8,S06,P002,9,36.21
8,S06,P003,12,36.17
8,S06,P004,30,35.08
8,S06,P005,15,20.16
8,S06,P006,47,22.06
8,S06,P007,7,25.95
8,S06,P008,6,47.1
8,S06,P009,16,44.51
8,S06,P010,30,22.08
8,S06,P011,11,31.99
8,S06,P012,7,30.48
8,S06,P013,19,26.37
8,S06,P014,8,38.82
8,S06,P015,29,43.57
8,S06,P016,50,45.4
8,S06,P017,8,30.1
8,S06,P018,46,29.55
8,S06,P019,19,36.76
8,S06,P020,14,51.83
8,S06,P021,16,27.87
8,S06,P022,7,38.08
8,S06,P023,17,27.04
8,S06,P024,16,20.69
8,S06,P025,6,44.62
8,S06,P026,22,48.56
8,S06,P027,27,31.82
8,S06,P028,14,39.34
8,S06,P029,7,40.31
8,S06,P030,26,26.8
8,S06,P031,25,34.29
8,S06,P032,14,54.06
8,S06,P033,7,38.51
8,S06,P034,4,55.07
8,S06,P035,6,12.77
8,S06,P036,29,46.18
8,S06,P037,15,41.08
8,S06,P038,10,28.67
8,S06,P039,6,35.86
8,S06,P040,38,18.77
8,S06,P041,14,30.55
8,S06,P042,16,42.29
8,S06,P043,9,55.07
8,S06,P044,25,30.02
8,S06,P045,8,26.8
8,S06,P046,10,29.46
8,S06,P047,39,41.34
8,S06,P048,7,42.71
8,S06,P049,23,24.71
8,S06,P050,12,37.01
